2081	196	19	6	255	1
570	196	19	6	255	2
779	196	19	6	255	2
957	196	19	6	255	2
1305	196	19	6	255	2
1323	196	19	6	255	2
1327	196	19	6	255	2
1440	196	19	6	255	2
1444	196	19	6	255	2
1510	196	19	6	255	2
1706	196	19	6	255	2
1707	196	19	6	255	2
1730	196	19	6	255	2
1731	196	19	6	255	2
1748	196	19	6	255	2
2000	196	19	6	255	2
2047	196	19	6	255	2
2063	196	19	6	255	2
2076	196	19	6	255	2
2146	196	19	6	255	2
2147	196	19	6	255	2
2149	196	19	6	255	2
2160	196	19	6	255	2
1298	196	19	6	255	3
1299	196	19	6	255	3
1304	196	19	6	255	3
1306	196	19	6	255	3
1313	196	19	6	255	3
1320	196	19	6	255	3
1325	196	19	6	255	3
1328	196	19	6	255	3
1335	196	19	6	255	3
1441	196	19	6	255	3
1460	196	19	6	255	3
1461	196	19	6	255	3
1525	196	19	6	255	3
1575	196	19	6	255	3
1603	196	19	6	255	3
1631	196	19	6	255	3
1653	196	19	6	255	3
1669	196	19	6	255	3
1749	196	19	6	255	3
1750	196	19	6	255	3
1753	196	19	6	255	3
1762	196	19	6	255	3
1770	196	19	6	255	3
1775	196	19	6	255	3
1786	196	19	6	255	3
1787	196	19	6	255	3
1792	196	19	6	255	3
1800	196	19	6	255	3
1808	196	19	6	255	3
1833	196	19	6	255	3
1834	196	19	6	255	3
1858	196	19	6	255	3
1971	196	19	6	255	3
2011	196	19	6	255	3
2026	196	19	6	255	3
2028	196	19	6	255	3
2044	196	19	6	255	3
2045	196	19	6	255	3
2050	196	19	6	255	3
2065	196	19	6	255	3
2079	196	19	6	255	3
2102	196	19	6	255	3
2103	196	19	6	255	3
2107	196	19	6	255	3
2108	196	19	6	255	3
2109	196	19	6	255	3
2123	196	19	6	255	3
2129	196	19	6	255	3
2145	196	19	6	255	3
2150	196	19	6	255	3
922	196	19	6	255	4
955	196	19	6	255	4
1296	196	19	6	255	4
1297	196	19	6	255	4
1321	196	19	6	255	4
1437	196	19	6	255	4
1438	196	19	6	255	4
1442	196	19	6	255	4
1451	196	19	6	255	4
1454	196	19	6	255	4
1455	196	19	6	255	4
1506	196	19	6	255	4
1507	196	19	6	255	4
1508	196	19	6	255	4
1521	196	19	6	255	4
1522	196	19	6	255	4
1524	196	19	6	255	4
1572	196	19	6	255	4
1576	196	19	6	255	4
1601	196	19	6	255	4
1604	196	19	6	255	4
1628	196	19	6	255	4
1632	196	19	6	255	4
1683	196	19	6	255	4
1689	196	19	6	255	4
1703	196	19	6	255	4
1713	196	19	6	255	4
1736	196	19	6	255	4
1744	196	19	6	255	4
1754	196	19	6	255	4
1760	196	19	6	255	4
1763	196	19	6	255	4
1832	196	19	6	255	4
1840	196	19	6	255	4
1842	196	19	6	255	4
1845	196	19	6	255	4
1856	196	19	6	255	4
1886	196	19	6	255	4
1899	196	19	6	255	4
1922	196	19	6	255	4
1954	196	19	6	255	4
1972	196	19	6	255	4
1979	196	19	6	255	4
2008	196	19	6	255	4
2029	196	19	6	255	4
2046	196	19	6	255	4
2055	196	19	6	255	4
2062	196	19	6	255	4
2067	196	19	6	255	4
2078	196	19	6	255	4
2092	196	19	6	255	4
2125	196	19	6	255	4
2142	196	19	6	255	4
2148	196	19	6	255	4
1314	196	19	6	255	5
1315	196	19	6	255	5
1336	196	19	6	255	5
1337	196	19	6	255	5
1378	196	19	6	255	5
1397	196	19	6	255	5
1426	196	19	6	255	5
1439	196	19	6	255	5
1443	196	19	6	255	5
1445	196	19	6	255	5
1459	196	19	6	255	5
1468	196	19	6	255	5
1509	196	19	6	255	5
1511	196	19	6	255	5
1523	196	19	6	255	5
1526	196	19	6	255	5
1531	196	19	6	255	5
1570	196	19	6	255	5
1571	196	19	6	255	5
1599	196	19	6	255	5
1600	196	19	6	255	5
1620	196	19	6	255	5
1626	196	19	6	255	5
1627	196	19	6	255	5
1644	196	19	6	255	5
1652	196	19	6	255	5
1661	196	19	6	255	5
1668	196	19	6	255	5
1685	196	19	6	255	5
1694	196	19	6	255	5
1698	196	19	6	255	5
1701	196	19	6	255	5
1702	196	19	6	255	5
1718	196	19	6	255	5
1723	196	19	6	255	5
1729	196	19	6	255	5
1751	196	19	6	255	5
1773	196	19	6	255	5
1801	196	19	6	255	5
1802	196	19	6	255	5
1807	196	19	6	255	5
1809	196	19	6	255	5
1811	196	19	6	255	5
1822	196	19	6	255	5
1824	196	19	6	255	5
1835	196	19	6	255	5
1837	196	19	6	255	5
1846	196	19	6	255	5
1850	196	19	6	255	5
1853	196	19	6	255	5
1857	196	19	6	255	5
1867	196	19	6	255	5
1879	196	19	6	255	5
1881	196	19	6	255	5
1968	196	19	6	255	5
1969	196	19	6	255	5
2006	196	19	6	255	5
2023	196	19	6	255	5
2024	196	19	6	255	5
2025	196	19	6	255	5
2038	196	19	6	255	5
2043	196	19	6	255	5
2057	196	19	6	255	5
2059	196	19	6	255	5
2074	196	19	6	255	5
2105	196	19	6	255	5
2121	196	19	6	255	5
2122	196	19	6	255	5
2133	196	19	6	255	5
2136	196	19	6	255	5
2140	196	19	6	255	5
2141	196	19	6	255	5
2143	196	19	6	255	5
2144	196	19	6	255	5
2151	196	19	6	255	5
1592	196	19	6	255	6
1649	196	19	6	255	6
1654	196	19	6	255	6
1666	196	19	6	255	6
1670	196	19	6	255	6
1704	196	19	6	255	6
1724	196	19	6	255	6
1725	196	19	6	255	6
1743	196	19	6	255	6
1745	196	19	6	255	6
1870	196	19	6	255	6
1891	196	19	6	255	6
1909	196	19	6	255	6
1921	196	19	6	255	6
1932	196	19	6	255	6
1944	196	19	6	255	6
1991	196	19	6	255	6
2003	196	19	6	255	6
2082	196	19	6	255	6
2096	196	19	6	255	6
2111	196	19	6	255	6
2124	196	19	6	255	6
569	196	19	6	255	7
956	196	19	6	255	7
1214	196	19	6	255	7
1293	196	19	6	255	7
1294	196	19	6	255	7
1316	196	19	6	255	7
1341	196	19	6	255	7
1391	196	19	6	255	7
1401	196	19	6	255	7
1431	196	19	6	255	7
1452	196	19	6	255	7
1462	196	19	6	255	7
1474	196	19	6	255	7
1693	196	19	6	255	7
1717	196	19	6	255	7
1734	196	19	6	255	7
1767	196	19	6	255	7
1769	196	19	6	255	7
1771	196	19	6	255	7
1774	196	19	6	255	7
1776	196	19	6	255	7
1783	196	19	6	255	7
1785	196	19	6	255	7
1789	196	19	6	255	7
1793	196	19	6	255	7
1810	196	19	6	255	7
1823	196	19	6	255	7
1825	196	19	6	255	7
1830	196	19	6	255	7
1836	196	19	6	255	7
1843	196	19	6	255	7
1847	196	19	6	255	7
1855	196	19	6	255	7
1859	196	19	6	255	7
1880	196	19	6	255	7
1884	196	19	6	255	7
1931	196	19	6	255	7
2007	196	19	6	255	7
2010	196	19	6	255	7
2016	196	19	6	255	7
2101	196	19	6	255	7
2104	196	19	6	255	7
2106	196	19	6	255	7
392	196	19	6	255	8
407	196	19	6	255	8
542	196	19	6	255	8
551	196	19	6	255	8
553	196	19	6	255	8
586	196	19	6	255	8
764	196	19	6	255	8
766	196	19	6	255	8
797	196	19	6	255	8
799	196	19	6	255	8
910	196	19	6	255	8
912	196	19	6	255	8
928	196	19	6	255	8
933	196	19	6	255	8
993	196	19	6	255	8
1035	196	19	6	255	8
1135	196	19	6	255	8
1137	196	19	6	255	8
1208	196	19	6	255	8
1309	196	19	6	255	8
1424	196	19	6	255	8
1464	196	19	6	255	8
1573	196	19	6	255	8
1602	196	19	6	255	8
1629	196	19	6	255	8
1643	196	19	6	255	8
1660	196	19	6	255	8
1681	196	19	6	255	8
1682	196	19	6	255	8
1764	196	19	6	255	8
1778	196	19	6	255	8
1796	196	19	6	255	8
1848	196	19	6	255	8
1860	196	19	6	255	8
1912	196	19	6	255	8
1923	196	19	6	255	8
1945	196	19	6	255	8
1981	196	19	6	255	8
2054	196	19	6	255	8
2068	196	19	6	255	8
2069	196	19	6	255	8
2083	196	19	6	255	8
2093	196	19	6	255	8
2094	196	19	6	255	8
2112	196	19	6	255	8
402	196	19	6	255	9
549	196	19	6	255	9
550	196	19	6	255	9
555	196	19	6	255	9
567	196	19	6	255	9
583	196	19	6	255	9
588	196	19	6	255	9
611	196	19	6	255	9
645	196	19	6	255	9
677	196	19	6	255	9
762	196	19	6	255	9
763	196	19	6	255	9
768	196	19	6	255	9
795	196	19	6	255	9
796	196	19	6	255	9
830	196	19	6	255	9
914	196	19	6	255	9
915	196	19	6	255	9
935	196	19	6	255	9
1054	196	19	6	255	9
1190	196	19	6	255	9
1307	196	19	6	255	9
1326	196	19	6	255	9
1329	196	19	6	255	9
1345	196	19	6	255	9
1380	196	19	6	255	9
1617	196	19	6	255	9
1618	196	19	6	255	9
1757	196	19	6	255	9
1794	196	19	6	255	9
1966	196	19	6	255	9
2018	196	19	6	255	9
2040	196	19	6	255	9
2070	196	19	6	255	9
2110	196	19	6	255	9
2118	196	19	6	255	9
386	196	19	6	255	10
387	196	19	6	255	10
396	196	19	6	255	10
547	196	19	6	255	10
554	196	19	6	255	10
587	196	19	6	255	10
720	196	19	6	255	10
743	196	19	6	255	10
760	196	19	6	255	10
767	196	19	6	255	10
777	196	19	6	255	10
790	196	19	6	255	10
800	196	19	6	255	10
831	196	19	6	255	10
913	196	19	6	255	10
934	196	19	6	255	10
977	196	19	6	255	10
1001	196	19	6	255	10
1019	196	19	6	255	10
1041	196	19	6	255	10
1123	196	19	6	255	10
1176	196	19	6	255	10
1187	196	19	6	255	10
1211	196	19	6	255	10
1318	196	19	6	255	10
1370	196	19	6	255	10
1376	196	19	6	255	10
1392	196	19	6	255	10
1403	196	19	6	255	10
1433	196	19	6	255	10
1503	196	19	6	255	10
1712	196	19	6	255	10
1735	196	19	6	255	10
2022	196	19	6	255	10
574	196	19	6	255	11
584	196	19	6	255	11
595	196	19	6	255	11
691	196	19	6	255	11
883	196	19	6	255	11
911	196	19	6	255	11
920	196	19	6	255	11
926	196	19	6	255	11
931	196	19	6	255	11
950	196	19	6	255	11
961	196	19	6	255	11
971	196	19	6	255	11
1013	196	19	6	255	11
1083	196	19	6	255	11
1118	196	19	6	255	11
1167	196	19	6	255	11
1188	196	19	6	255	11
1207	196	19	6	255	11
1224	196	19	6	255	11
1252	196	19	6	255	11
1343	196	19	6	255	11
1381	196	19	6	255	11
1393	196	19	6	255	11
1394	196	19	6	255	11
1412	196	19	6	255	11
1449	196	19	6	255	11
1463	196	19	6	255	11
1477	196	19	6	255	11
1489	196	19	6	255	11
1515	196	19	6	255	11
1697	196	19	6	255	11
1817	196	19	6	255	11
1873	196	19	6	255	11
2015	196	19	6	255	11
2030	196	19	6	255	11
2037	196	19	6	255	11
2132	196	19	6	255	11
2723	196	19	6	255	11
2725	196	19	6	255	11
869	196	19	6	255	12
921	196	19	6	255	12
952	196	19	6	255	12
1193	196	19	6	255	12
1302	196	19	6	255	12
1347	196	19	6	255	12
1404	196	19	6	255	12
1434	196	19	6	255	12
1458	196	19	6	255	12
1490	196	19	6	255	12
1587	196	19	6	255	12
1695	196	19	6	255	12
2035	196	19	6	255	12
2131	196	19	6	255	12
2606	196	19	6	255	12
423	196	19	6	255	13
463	196	19	6	255	13
566	196	19	6	255	13
575	196	19	6	255	13
785	196	19	6	255	13
846	196	19	6	255	13
884	196	19	6	255	13
951	196	19	6	255	13
1269	196	19	6	255	13
1284	196	19	6	255	13
1388	196	19	6	255	13
1427	196	19	6	255	13
1487	196	19	6	255	13
1493	196	19	6	255	13
1590	196	19	6	255	13
1664	196	19	6	255	13
1696	196	19	6	255	13
